date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:51:53	132812/132812	---M--	200	added ('OK')	font/woff2	etag:%22206cc-6594f0e0-3d28d614e5c0dfb5;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/material/material.woff2	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/material/material.woff2	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/material.css)
11:51:53	53727/53727	---MCZ	200	added ('OK')	text/css	etag:W/%22f9c4-6594f0e0-4f86dddb0115a4a7;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/phosphor/duotone/style.css	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/phosphor/duotone/style.css	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/css/style.css)
11:51:54	411958/411958	---M--	200	added ('OK')	image/jpeg	etag:%2264936-6594f0e1-e23dbe42ec8f5fc3;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/authentication/img-auth-bg.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/authentication/img-auth-bg.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/css/style.css)
11:51:54	8366/8366	---M--	200	added ('OK')	image/jpeg	etag:%2220ae-6594f0e3-9ebc97c69d1dcb49;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-4.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-4.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index-analytics.html)
11:51:54	35270/35270	---M--	200	added ('OK')	image/jpeg	etag:%2289c6-6594f0e1-93adceaa8b13351a;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/application/img-soc-gal-2.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/application/img-soc-gal-2.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index-analytics.html)
11:51:54	19879/19879	---M--	200	added ('OK')	image/jpeg	etag:%224da7-6594f0e1-a5bbf9a4939c48df;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/application/img-soc-gal-1.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/application/img-soc-gal-1.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index-analytics.html)
11:51:54	71237/71237	---M--	200	added ('OK')	image/jpeg	etag:%2211645-6594f0e1-b4e1b1e49ba1cd28;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/application/img-soc-gal-3.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/application/img-soc-gal-3.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index-analytics.html)
11:51:55	9771/9771	---M--	200	added ('OK')	image/jpeg	etag:%22262b-6594f0e3-d3b0fd72399926ba;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-5.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-5.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index-analytics.html)
11:51:55	5556/5556	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2226a9-6594f0e3-ec3ca7f3890bb03c;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/pages/dashboard-analytics.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/pages/dashboard-analytics.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index-analytics.html)
11:51:55	10297/10297	---M--	200	added ('OK')	image/jpeg	etag:%222839-6594f0e3-122fa1350ef0b6ee;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-6.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-6.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index-affiliate.html)
11:51:56	8942/8942	---M--	200	added ('OK')	image/jpeg	etag:%2222ee-6594f0e3-640bf0dbd4dc05e0;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-7.jpg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/images/user/avatar-7.jpg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/index-affiliate.html)
11:52:01	233661/233661	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Feb%202024%2005:51:57%20GMT	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/node.js	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/dashboard/node.js	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/js/plugins/feather.min.js)
11:52:05	351288/351288	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2255c38-6594f0e0-7f00bb2e27ec350d;;;%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/phosphor/duotone/Phosphor.woff	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/phosphor/duotone/Phosphor.woff	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/phosphor/duotone/style.css)
11:52:05	351212/351212	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2255bec-6594f0e0-d2a241cef2f9f84d;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/phosphor/duotone/Phosphor.ttf	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/phosphor/duotone/Phosphor.ttf	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/phosphor/duotone/style.css)
11:52:06	1206253/1206253	---MCZ	200	added ('OK')	image/svg+xml	etag:%221267ed-6594f0e0-97b2a0617594a686;gz%22	https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/phosphor/duotone/Phosphor.svg	C:/Users/user/Documents/admin-termplate2/codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/phosphor/duotone/Phosphor.svg	(from https://codedthemes.com/demos/admin-templates/gradient-able/bootstrap/default/assets/fonts/phosphor/duotone/style.css)
